6
1
12
10
20
18
3
17
9
9
10
17
6
14
13
17
8
2
20
3
5
17
18
5
1
18
9
20
9
20
13
1
12
13
19
11
10
12
16
5
9
1
14
16
4
5
11
5
7
19
1
16
6
1
2
8
10
20
3
5
18
18
19
5
19
4
20
17
3
14
1
8
10
4
5
20
