7
17
2
18
1
19
7
8
9
1
1
16
19
4
6
8
13
12
8
14
20
7
7
6
15
12
16
5
16
11
10
6
14
16
6
4
1
8
5
5
20
11
17
13
18
18
18
15
8
3
7
6
7
10
6
5
20
14
15
17
18
2
6
20
5
7
13
3
9
7
14
18
11
11
4
9
10
17
10
11
18
7
16
6
9
17
3
8
9
1
14
19
20
12
2
12
5
17
16
19
3
17
15
3
3
9
9
5
4
17
13
7
9
10
8
13
11
14
6
15
15
5
14
7
4
5
9
8
11
9
3
3
15
1
19
4
6
16
14
3
5
19
8
12
11
8
11
6
1
16
18
10
10
19
13
17
20
2
17
13
5
7
10
13
18
4
16
19
1
13
8
17
20
3
14
6
16
5
